Stn Code,Sampling Date,Month,Year,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM,Location of Monitoring Station,PM 2.5
148,August - M081991,8,1991,Kerala,Cochin,,"Residential, Rural and other Areas",6,3.7,,67,,
149,August - M081991,8,1991,Kerala,Cochin,,Industrial Area,6.5,4,,50,,
185,August - M081991,8,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,3.8,29.4,,96,,
186,August - M081991,8,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,1.8,27.2,,170,,
187,August - M081991,8,1991,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",0.7,9.5,,98,,
188,August - M081991,8,1991,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0.5,5.3,,229,,
29,September - M091991,9,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.4,5.1,,96,,
30,September - M091991,9,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.1,5.8,,102,,
179,September - M091991,9,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,4.2,4.5,,75,,
180,September - M091991,9,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,2.8,4.1,,76,,
181,September - M091991,9,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,3.6,6.3,,82,,
182,September - M091991,9,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,3.4,21.2,,85,,
147,September - M091991,9,1991,Kerala,Cochin,,"Residential, Rural and other Areas",14.8,15.5,,86,,
148,September - M091991,9,1991,Kerala,Cochin,,"Residential, Rural and other Areas",6.3,3.5,,101,,
149,September - M091991,9,1991,Kerala,Cochin,,Industrial Area,7.1,6.3,,,,
185,September - M091991,9,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,,17.8,,157,,
186,September - M091991,9,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,,17.6,,173,,
187,September - M091991,9,1991,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",0.5,13,,163,,
188,September - M091991,9,1991,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0.5,13,,209,,
29,October - M101991,10,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.5,7.1,,92,,
30,October - M101991,10,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.1,9.1,,91,,
31,October - M101991,10,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.5,9.8,,97,,
32,October - M101991,10,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.2,10.6,,86,,
105,October - M101991,10,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.7,8.7,,85,,
147,October - M101991,10,1991,Kerala,Cochin,,"Residential, Rural and other Areas",20.5,18.1,,84,,
148,October - M101991,10,1991,Kerala,Cochin,,"Residential, Rural and other Areas",6.1,3.2,,185,,
149,October - M101991,10,1991,Kerala,Cochin,,Industrial Area,8.4,5.8,,,,
179,October - M101991,10,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,3.6,13.9,,92,,
180,October - M101991,10,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,2.5,6.5,,114,,
181,October - M101991,10,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,2.7,2.8,,83,,
182,October - M101991,10,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,2.2,21,,82,,
185,October - M101991,10,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,10.1,30.7,,142,,
186,October - M101991,10,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,,15.9,,88,,
187,October - M101991,10,1991,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",0.5,16.4,,152,,
188,October - M101991,10,1991,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,1.1,16.6,,145,,
29,November - M111991,11,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.9,6.9,,75,,
30,November - M111991,11,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.1,10,,76,,
31,November - M111991,11,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.7,6.7,,97,,
32,November - M111991,11,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.1,8.7,,90,,
105,November - M111991,11,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.3,9.3,,80,,
147,November - M111991,11,1991,Kerala,Cochin,,"Residential, Rural and other Areas",21.2,29.3,,109,,
148,November - M111991,11,1991,Kerala,Cochin,,"Residential, Rural and other Areas",6.6,4.1,,94,,
149,November - M111991,11,1991,Kerala,Cochin,,Industrial Area,7.4,6.2,,,,
179,November - M111991,11,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,6.1,7.2,,104,,
180,November - M111991,11,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,4,7.9,,115,,
181,November - M111991,11,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,11.2,13.3,,102,,
182,November - M111991,11,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,5.7,21.9,,80,,
185,November - M111991,11,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,,,,171,,
186,November - M111991,11,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,3,19.8,,126,,
187,November - M111991,11,1991,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",2.3,33.6,,278,,
188,November - M111991,11,1991,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,6,100,,361,,
29,December - M121991,12,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.2,8,,105,,
30,December - M121991,12,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.5,5.7,,81,,
31,December - M121991,12,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.6,7.2,,110,,
32,December - M121991,12,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.3,7.7,,76,,
105,December - M121991,12,1991,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.7,8.5,,151,,
147,December - M121991,12,1991,Kerala,Cochin,,"Residential, Rural and other Areas",18.2,31,,232,,
148,December - M121991,12,1991,Kerala,Cochin,,"Residential, Rural and other Areas",6,4.5,,96,,
149,December - M121991,12,1991,Kerala,Cochin,,Industrial Area,10.4,7.8,,,,
179,December - M121991,12,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,4.8,8.1,,100,,
180,December - M121991,12,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,5.6,6.8,,81,,
181,December - M121991,12,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,9,9,,77,,
182,December - M121991,12,1991,Kerala,Trivendrum,Kerala Pollution Control Board,,6.7,11.8,,63,,
185,December - M121991,12,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,,32.7,,172,,
186,December - M121991,12,1991,Kerala,Kozhikode,Kerala Pollution Control Board,,1.2,16.2,,109,,
187,December - M121991,12,1991,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",2.2,32.5,,214,,
188,December - M121991,12,1991,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,2,54.3,,420,,
29,January - M011992,1,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.4,11.5,,130,,
30,January - M011992,1,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.5,5.2,,85,,
31,January - M011992,1,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.5,21.4,,131,,
32,January - M011992,1,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.4,6.4,,103,,
105,January - M011992,1,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3,18.5,,187,,
179,January - M011992,1,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.3,13.2,,90,,
180,January - M011992,1,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.9,11.9,,89,,
181,January - M011992,1,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.9,11.5,,83,,
182,January - M011992,1,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,12.2,21.3,,70,,
185,January - M011992,1,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,5.8,5.9,,76,,
186,January - M011992,1,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,3.8,13.5,,85,,
187,January - M011992,1,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",1.4,25.8,,234,,
149,January - M011992,1,1992,Kerala,Cochin,,Industrial Area,22.2,9.3,,,,
148,January - M011992,1,1992,Kerala,Cochin,,"Residential, Rural and other Areas",6.1,4.4,,181,,
147,January - M011992,1,1992,Kerala,Cochin,,"Residential, Rural and other Areas",20,35.3,,181,,
188,January - M011992,1,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0,43.9,,220,,
29,February - M021992,2,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.6,9.7,,92,,
30,February - M021992,2,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.3,3.1,,94,,
31,February - M021992,2,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.5,27.7,,120,,
32,February - M021992,2,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.4,4.7,,95,,
105,February - M021992,2,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.2,18,,141,,
179,February - M021992,2,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.7,11.1,,75,,
180,February - M021992,2,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7.6,26.7,,73,,
181,February - M021992,2,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.2,19,,52,,
182,February - M021992,2,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7.8,29.5,,51,,
185,February - M021992,2,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,2.6,0.7,,167,,
186,February - M021992,2,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,4.7,15.2,,133,,
187,February - M021992,2,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",1.5,14,,199,,
149,February - M021992,2,1992,Kerala,Cochin,,Industrial Area,11.6,4,,,,
147,February - M021992,2,1992,Kerala,Cochin,,"Residential, Rural and other Areas",23.8,31,,204,,
148,February - M021992,2,1992,Kerala,Cochin,,"Residential, Rural and other Areas",6.5,3.8,,129,,
188,February - M021992,2,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0,33.7,,236,,
29,March - M031992,3,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.3,12,,94,,
30,March - M031992,3,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.3,5.8,,93,,
105,March - M031992,3,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.5,13.5,,133,,
180,March - M031992,3,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7.1,16.8,,93,,
181,March - M031992,3,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,10.4,20.5,,71,,
182,March - M031992,3,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,11.9,26.6,,99,,
185,March - M031992,3,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,11.2,26.9,,94,,
186,March - M031992,3,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,5.9,4.3,,86,,
187,March - M031992,3,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",1.5,12.9,,199,,
149,March - M031992,3,1992,Kerala,Cochin,,Industrial Area,29.8,5,,,,
147,March - M031992,3,1992,Kerala,Cochin,,"Residential, Rural and other Areas",50.4,33.8,,174,,
148,March - M031992,3,1992,Kerala,Cochin,,"Residential, Rural and other Areas",21.1,5.5,,156,,
188,March - M031992,3,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0,31.9,,284,,
29,April - M041992,4,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.1,4.3,,166,,
30,April - M041992,4,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.3,7.3,,89,,
105,April - M041992,4,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.6,4.2,,61,,
180,April - M041992,4,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7,26.8,,95,,
181,April - M041992,4,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.4,25.9,,112,,
182,April - M041992,4,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.7,21.2,,112,,
185,April - M041992,4,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,10.3,12.1,,56,,
187,April - M041992,4,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",1.5,18.2,,218,,
188,April - M041992,4,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0,31.3,,213,,
29,May - M051992,5,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,6.7,4.5,,172,,
30,May - M051992,5,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.9,76.6,,44,,
105,May - M051992,5,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,6.6,17,,104,,
180,May - M051992,5,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,9.1,14.9,,80,,
181,May - M051992,5,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,24.9,32.3,,108,,
182,May - M051992,5,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,9.4,15.4,,95,,
185,May - M051992,5,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,0.8,18.8,,36,,
186,May - M051992,5,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,1.1,15.8,,86,,
187,May - M051992,5,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",7.3,20.6,,210,,
188,May - M051992,5,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,3.4,54.3,,359,,
29,June - M061992,6,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.6,7.1,,156,,
30,June - M061992,6,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.5,18.4,,56,,
105,June - M061992,6,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,4.3,27.1,,64,,
180,June - M061992,6,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.4,18.1,,138,,
181,June - M061992,6,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5,18.4,,83,,
182,June - M061992,6,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.1,18.5,,90,,
187,June - M061992,6,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",7.7,30.7,,182,,
188,June - M061992,6,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0.8,29.5,,174,,
29,July - M071992,7,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.3,21.6,,56,,
30,July - M071992,7,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.5,22.4,,34,,
32,July - M071992,7,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.6,19.7,,36,,
105,July - M071992,7,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.1,32.7,,54,,
180,July - M071992,7,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,27.9,19.3,,96,,
181,July - M071992,7,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,11.3,20.6,,85,,
182,July - M071992,7,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,11,29.3,,61,,
185,July - M071992,7,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,3.3,6.2,,150,,
186,July - M071992,7,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,0.2,5.3,,117,,
187,July - M071992,7,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",1.2,17.6,,84,,
188,July - M071992,7,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,2.1,8.7,,91,,
29,August - M081992,8,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.8,3.3,,160,,
30,August - M081992,8,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.4,4.8,,89,,
105,August - M081992,8,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,3.1,12,,142,,
185,August - M081992,8,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,0.8,7.1,,111,,
186,August - M081992,8,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,0.3,21.3,,148,,
187,August - M081992,8,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",5,10.3,,47,,
188,August - M081992,8,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,5.8,10.6,,58,,
180,August - M081992,8,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,20.4,24.4,,180,,
181,August - M081992,8,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,18.5,24.8,,66,,
182,August - M081992,8,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.9,21,,62,,
29,September - M091992,9,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.4,12.2,,159,,
30,September - M091992,9,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,1.4,2.7,,94,,
105,September - M091992,9,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,4.6,5.9,,93,,
185,September - M091992,9,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,4.6,12.8,,135,,
186,September - M091992,9,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,3.6,18.6,,149,,
180,September - M091992,9,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,33.3,33.8,,185,,
181,September - M091992,9,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7.9,18.3,,45,,
182,September - M091992,9,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,5.9,18.6,,43,,
187,September - M091992,9,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",0.8,14.7,,82,,
188,September - M091992,9,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,0.3,23.5,,112,,
29,October - M101992,10,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,5.1,10.6,,167,,
30,October - M101992,10,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.6,5.3,,76,,
105,October - M101992,10,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,14.1,12.5,,114,,
180,October - M101992,10,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,8.8,24.6,,100,,
181,October - M101992,10,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,7.8,27.3,,97,,
182,October - M101992,10,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,4.8,23.4,,54,,
185,October - M101992,10,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,5.1,22.7,,86,,
186,October - M101992,10,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,3.1,19.4,,115,,
187,October - M101992,10,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",5,23.1,,130,,
188,October - M101992,10,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,1.8,24.2,,99,,
29,November - M111992,11,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,2.6,7.8,,103,,
30,November - M111992,11,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,0.7,7.3,,43,,
105,November - M111992,11,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,4.8,18.7,,111,,
180,November - M111992,11,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,12.2,31.4,,127,,
181,November - M111992,11,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,9.9,43,,77,,
182,November - M111992,11,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,10.6,20.4,,63,,
185,November - M111992,11,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,2.7,11,,156,,
186,November - M111992,11,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,2.3,8.8,,148,,
187,November - M111992,11,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",16.4,25.4,,245,,
188,November - M111992,11,1992,Kerala,Kottayam,Kerala Pollution Control Board,Industrial Area,4,17.5,,112,,
29,December - M121992,12,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,5.1,7.9,,144,,
30,December - M121992,12,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,5.2,5,,65,,
105,December - M121992,12,1992,Kerala,Cochin,Kerala Pollution Control Board,Industrial Area,6.5,13.6,,148,,
180,December - M121992,12,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,48.3,51.4,,99,,
181,December - M121992,12,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,28.5,62.7,,81,,
182,December - M121992,12,1992,Kerala,Trivendrum,Kerala Pollution Control Board,,23.4,49.5,,89,,
185,December - M121992,12,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,2.4,11,,122,,
186,December - M121992,12,1992,Kerala,Kozhikode,Kerala Pollution Control Board,,4.4,9.5,,123,,
187,December - M121992,12,1992,Kerala,Kotttayam,Kerala Pollution Control Board,"Residential, Rural and other Areas",3.9,24.3,,254,,
